Come Together,,,,,,,,,,
 1_min, 1_min, 9_maj, 8_7 ,,,,,,,
 1_min, 1_min, 9_maj, 8_7(b9) 8_7 ,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 N ,,,,,,,,,,
 N , N , N , N ,,,,,,,
 N , N , N , N ,,,,,,,
 1_min, 1_min, 9_maj, 8_7 ,,,,,,,
 1_min, 1_min, 9_maj, 8_7 ,,,,,,,
 1_min, 1_min, 9_maj, 8_7 ,,,,,,,
 1_min, 1_min, 9_maj, 8_7(b9) 8_7 ,,,,,,,
 N ,,,,,,,,,,
 1_min, 1_min, 1_min, 1_min,,,,,,,
 8_7(b9) 8_7 , 1_min,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Mr. Bojangles,,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 5_maj,,,,,,,
 10_min, 10_min, 3_9, 3_9 ,,,,,,,
 8_maj, 8_maj, 8_maj, 8_maj,,,,,,,
 10_min, 10_min, 8_maj, 8_maj,,,,,,,
 10_min, 10_min, 8_maj, 8_maj,,,,,,,
 10_min, 10_min, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 5_maj,,,,,,,
 10_min, 10_min, 3_9, 3_9 ,,,,,,,
 8_maj, 8_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 5_maj,,,,,,,
 10_min, 10_min, 3_9, 3_9 ,,,,,,,
 8_maj, 8_maj, 8_maj, 8_maj,,,,,,,
 10_min, 10_min, 8_maj, 8_maj,,,,,,,
 10_min, 10_min, 8_maj, 8_maj,,,,,,,
 10_min, 10_min, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 5_maj,,,,,,,
 10_min, 10_min, 3_9, 3_9 ,,,,,,,
 8_maj, 8_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 5_maj,,,,,,,
 10_min, 10_min, 3_9, 3_9 ,,,,,,,
 8_maj, 8_maj, 8_maj, 8_maj,,,,,,,
 10_min, 10_min, 8_maj, 8_maj,,,,,,,
 10_min, 10_min, 8_maj, 8_maj,,,,,,,
 10_min, 10_min, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 8_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 1_maj,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
My Boy,,,,,,,,,,
 1_maj,,,,,,,,,,
 1_maj, 8_maj, 10_min, 5_min,,,,,,,
 10_min, 10_min,,,,,,,,,
 6_maj, 5_min, 3_min, 5_sus4 , 5_7 ,,,,,,
 10_min, 3_min, 8_7 , 1_maj,,,,,,,
 7_hdim7 ,117, 5_sus4 , 5_7 ,,,,,,,
 1_maj,,,,,,,,,,
 1_maj, 8_maj, 10_min, 5_min,,,,,,,
 10_min, 10_min,,,,,,,,,
 6_maj, 5_min, 3_min, 5_sus4 , 5_7 ,,,,,,
 10_min, 3_min, 8_7 , 1_maj,,,,,,,
 7_hdim7 ,117, 5_sus4 , 5_7 ,,,,,,,
 1_maj,,,,,,,,,,
 1_maj, 8_maj, 10_min, 5_min,,,,,,,
 10_min, 10_min,,,,,,,,,
 6_maj, 5_min, 3_min, 5_sus4 , 5_7 ,,,,,,
 10_min, 3_min, 8_7 , 1_maj,,,,,,,
 7_hdim7 ,117, 5_sus4 , 5_7 ,,,,,,,
 10_min, 3_min, 8_7 , 1_maj,,,,,,,
 7_hdim7 ,117, 5_sus4 , 5_7 ,,,,,,,
 10_min, 3_min, 8_7 , 1_maj,,,,,,,
 7_hdim7 ,117, 5_sus4 , 5_7 , 10_min,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
My Wish Came True,,,,,,,,,,
 N . 1_maj,,,,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 3_7 , 8_7 . 6_maj, 8_7 . 1_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 3_min, 1_maj, 1_maj,,,,,,,
" 8_sus4(,9) ", 8_7 , 1_maj, 1_maj,,,,,,,
119,119, 5_min, 8_7 . 1_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 3_7 , 8_7 . 6_maj, 8_7 . 1_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj, ,,,,,,
 1_maj, 3_min, 1_maj, 1_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Naked Eyes,,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj, x2,,,,,,
 1_1 ,111, 12:1 , 10_1 , 9_1 , 1_1 ,111, 12:1 , B:1 , B:1 , B:1 
 6_maj, 1_maj, 3_min,,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj, x2,,,,,,
 1_1 ,111, 12:1 , 10_1 , 9_1 , 1_1 ,111, 12:1 , B:1 , B:1 , B:1 
 6_maj, 1_maj, 3_min,,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj, x2,,,,,,
 5_min, 10_min, 10_min, 6_maj, 8_maj, 1_maj, 1_maj, 1_maj, 1_maj,,
 5_min, 10_min, 10_min, 6_maj, 8_maj,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj, x2,,,,,,
 1_1 ,111, 12:1 , 10_1 , 9_1 , 1_1 ,111, 12:1 , B:1 , B:1 , B:1 
 6_maj, 1_maj, 3_min,,,,,,,,
 1_maj, 6_maj, 1_maj, 1_maj, x2,,,,,,
 5_min, 10_min, 10_min, 6_maj, 8_maj, 1_maj, 1_maj,,,,
 1_maj, 6_maj, 1_maj, 1_maj, x9,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Ode To Billie Joe,,,,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_sus4, 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 6_7 , 6_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 6_7 , 6_7 ,,,,,,,
 1_7 , 12:7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_sus4, 1_7 , 1_7 ,,,,,,,
 1_7 , 1_sus4, 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 6_7 , 6_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 6_7 , 6_7 ,,,,,,,
 1_7 , 12:7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_7, 1_7 , 1_7 ,,,,,,,
 1_7 , 1_7, 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 6_7 , 6_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 6_7 , 6_7 ,,,,,,,
 1_7 , 12:7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_sus4, 1_7 , 1_7 ,,,,,,,
 1_7 , 1_sus4, 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 6_7 , 6_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 6_7 , 6_7 ,,,,,,,
 1_7 , 12:7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_sus4, 1_7 , 1_7 ,,,,,,,
 1_7 , 1_sus4, 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 6_7 , 6_7 ,,,,,,,
 1_7 , 1_7 , 1_7 , 1_7 ,,,,,,,
 6_7 , 6_7 , 6_7 , 6_7 ,,,,,,,
 1_7 , 12:7 , 1_7 , 1_7 ,,,,,,,
 1_7 , 1_maj,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
One Last Kiss,,,,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 12:maj,,,,,,,
 1_min, 9_maj, 4_maj, 6_maj,,,,,,,
 1_min, 9_maj, 4_maj, 6_maj,,,,,,,
 1_min, 1_min, 6_min, 6_min,,,,,,,
 1_min, 1_min, 6_min, 9_maj,,,,,,,
 12:maj, 1_min, 12:maj, 1_min,,,,,,,
 12:maj, 1_min, 9_maj, 12:maj,,,,,,,
 12:maj, 12:maj,,,,,,,,,
 1_min, 9_maj, 4_maj, 6_maj,,,,,,,
 1_min, 9_maj, 4_maj, 6_maj,,,,,,,
 1_min, 1_min, 6_min, 6_min,,,,,,,
 1_min, 1_min, 6_min, 9_maj,,,,,,,
 12:maj, 1_min, 12:maj, 1_min,,,,,,,
 12:maj, 1_min, 9_maj, 12:maj,,,,,,,
 12:maj, 12:maj,,,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 12:maj,,,,,,,
 1_min, 1_min, 6_min, 6_min,,,,,,,
 1_min, 1_min, 6_min, 6_min,,,,,,,
 1_min, 1_min, 6_min, 6_min,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 12:maj, 1_min, 12:maj, 1_min,,,,,,,
 12:maj, 1_min, 9_maj, 12:maj,,,,,,,
 12:maj, 12:maj,,,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 9_maj,,,,,,,
 1_min, 1_min, 9_maj, 9_maj, 1_min, 1_min,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
One Less Bell To Answer,,,,,,,,,,
 1_maj, 1_maj, x2,,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj," 5_sus4(,9) 5_7 ", 10_min, (2, 3_min,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj," 5_sus4(,9) 5_7 ",,,,,,,,,
 2_maj, 6_min, 7_maj, 4_maj,,,,,,,
 12:maj, 4_maj, 4_maj, 3_sus4 3_maj,,,,,,,
 3_min, 3_min,,,,,,,,,
 1_maj, 1_maj, 10_min, 10_min,,,,,,,
 6_maj, 8_maj, 3_min, 8_min, 10_7 ,,,,,,
 3_min, 6_maj, 6_maj,,,,,,,,
 1_maj, 1_maj, 10_min, 6_maj, x4,,,,,,
 1_maj,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
One Way or Another,,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 10_maj, 10_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 10_maj, 10_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 10_maj, 10_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 10_maj, 10_maj, 10_maj, 10_maj,,,,,,,
 6_maj, 10_min, 8_maj, 5_min,,,,,,,
 6_maj, 10_min, 8_maj, 5_min,,,,,,,
 6_maj, 3_min, 5_maj, 5_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 10_maj, 10_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 10_maj, 10_maj, 10_maj, 10_maj,,,,,,,
 6_maj, 10_min, 8_maj, 5_min,,,,,,,
 6_maj, 10_min, 8_maj, 5_min,,,,,,,
 6_maj, 3_min, 5_maj, 5_maj,,,,,,,
 5_maj, 5_maj,,,,,,,,,
 5_maj, 5_maj, 8_maj, 11min,,,,,,,
 5_maj, 5_maj, 8_maj, 11min,,,,,,,
 10_maj, 3_maj, 5_maj, 5_maj,,,,,,,
 8_maj, 8_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 10_maj, 10_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 10_maj, 10_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 10_maj, 10_maj,,,,,,,
 1_maj, 1_maj, 10_maj, 10_maj, 1_maj,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
People Get Ready,,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj," 8_sus4(,9) 1_maj",,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 10_min," 8_sus4(,9) 1_maj",,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 10_min," 8_sus4(,9) 1_maj",,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 10_min," 8_sus4(,9) 1_maj",,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 10_min," 8_sus4(,9) 1_maj",,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 10_min," 8_sus4(,9) 1_maj",,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 1_maj, 6_maj,,,,,,,,,
 12:maj, N , N , N ,,,,,,,
 12:maj, 4_maj, 1_maj, 6_maj,,,,,,,
 1_maj, 3_min, 1_maj, 3_min,,,,,,,
 1_maj, 3_min, 5_7 , 8_maj,,,,,,,
 1_maj, 3_min, 1_maj, 3_min,,,,,,,
 1_maj, 3_min, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 5_maj, 5_maj,,,,,,,
 6_maj, 6_maj, 5_maj, 8_maj,,,,,,,
 1_maj, 3_min, 1_maj, 3_min,,,,,,,
 1_maj, 3_min, 1_maj, 1_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Pinball Wizard,,,,,,,,,,
 10_min, 10_min, 11min, 5_7 ,,,,,,,
 5_min, 11hdim7, 3_min, 5_7 , 5_7 ,,,,,,
 10_sus4 , 10_maj, 10_sus4 , 10_maj,,,,,,,
 10_sus4 , 10_maj, 10_sus4 , 10_maj,,,,,,,
 10_sus4 , 10_maj, 8_sus4 , 8_maj,,,,,,,
 6_sus4 , 6_maj, 5_sus4 , 5_sus4 ,,,,,,,
 10_maj, 3_maj, 10_maj, 3_maj,,,,,,,
 10_sus4 , 10_maj, 8_sus4 , 8_maj,,,,,,,
 6_sus4 , 6_maj, 5_sus4 , 5_sus4 ,,,,,,,
 10_maj, 3_maj, 10_maj, 3_maj,,,,,,,
 3_maj, 3_maj, 3_maj, 6_maj, 1_maj, 1_maj,,,,,
 1_sus4 , 1_7 , 1_sus4 , 1_7 ,,,,,,,
 10_sus4 , 10_maj, 8_sus4 , 8_maj,,,,,,,
 6_sus4 , 6_maj, 5_sus4 , 5_sus4 ,,,,,,,
 10_maj, 3_maj, 10_maj, 3_maj,,,,,,,
 3_maj, 3_maj, 3_maj, 6_maj, 1_maj, 1_maj,,,,,
 1_sus4 , 1_7 , 1_sus4 , 1_7 ,,,,,,,
 1_sus4 , 1_7 , 1_sus4 , 1_7 ,,,,,,,
 1_sus4 , 1_7 , 12:sus4 , 12:7 ,,,,,,,
 9_sus4 , 9_7 , 8_sus4 , 8_7 ,,,,,,,
 1_maj,,,,,,,,,,
 9_sus4 , 9_7 , 9_sus4 , 9_7 ,,,,,,,
 9_7 , 9_7 ,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Pressure,,,,,,,,,,
 6_maj , 6_maj , 1_maj , 12:maj,,,,,,,
 6_maj , 6_maj , 1_maj , 12:maj,,,,,,,
 1_min, 8_7, 10_dim, 8_7,,,,,,,
 1_min, 8_7, 10_dim, 8_7,,,,,,,
 6_maj , 6_maj , 1_maj , 12:maj,,,,,,,
 6_maj , 6_maj , 1_maj , 12:maj,,,,,,,
 6_min, 12:maj, 1_min, 1_min,,,,,,,
 9_maj, 4_maj, 6_7 , 8_7,,,,,,,
 1_min, 9_maj, 6_min, 8_sus4,,,,,,,
 1_min, 8_7, 10_dim, 8_7,,,,,,,
 1_min, 8_7, 10_dim, 8_7,,,,,,,
 6_maj , 6_maj , 1_maj , 12:maj,,,,,,,
 6_maj , 6_maj , 1_maj , 12:maj,,,,,,,
 6_min, 12:maj, 1_min, 1_min,,,,,,,
 9_maj, 4_maj, 6_7 , 8_7,,,,,,,
 1_min, 9_maj, 6_min, 8_sus4,,,,,,,
 1_min, 8_7, 10_dim, 8_7,,,,,,,
 1_min, 8_7, 10_dim, 8_7,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 4_maj, 4_maj, 3_min, 3_min,,,,,,,
 2_aug , 2_aug , 1_maj, 1_maj,,,,,,,
 6_maj , 6_maj , 1_maj , 12:maj,,,,,,,
 6_maj , 6_maj , 1_maj , 12:maj,,,,,,,
 6_maj , 6_maj , 1_maj , 12:maj,,,,,,,
 6_maj , 6_maj , 1_maj , 12:maj,,,,,,,
 6_min, 12:maj, 1_min, 1_min,,,,,,,
 9_maj, 4_maj, 6_7 , 8_7,,,,,,,
 1_min, 9_maj, 6_min, 8_sus4,,,,,,,
 1_min, 8_7, 10_dim, 8_7,,,,,,,
 1_min, 8_7, 10_dim, 8_7,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj, 1_maj, 1_maj,,,,,,,
 4_maj, 4_maj, 3_min, 3_min,,,,,,,
 2_aug , 2_aug , 1_maj, 1_maj,,,,,,,
 6_1 , 6_1 , 1_1 , 1_1 ,,,,,,,
 6_1 , 6_1 , 1_1 , 1_1 ,,,,,,,
 6_min, 12:maj, 1_min, 1_min,,,,,,,
 9_maj, 4_maj, 6_7 , 8_7,,,,,,,
 1_min, 9_maj, 6_min, 8_sus4,,,,,,,
 1_min, 8_7, 10_dim, 8_7,,,,,,,
 1_min, 8_7, 10_dim, 8_7,,,,,,,
 1_min, 8_7, 10_dim, 8_7,,,,,,,
 1_min,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Pretty In Pink,,,,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 3_min, 5_min, 6_maj, 5_min,,,,,,,
 3_min, 5_min, 6_maj, 5_min,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 3_min, 5_min, 6_maj, 5_min,,,,,,,
 3_min, 5_min, 6_maj, 5_min,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 1_maj, 1_maj, 3_min, 8_maj,,,,,,,
 3_min, 5_min, 6_maj, 5_min,,,,,,,
 3_min, 5_min, 6_maj, 5_min,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 8_maj,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
Queen Of Hearts,,,,,,,,,,
 8_maj, 1_maj, 8_maj, 6_maj,,,,,,,
 6_maj, 1_maj, 6_maj,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 8_maj, 1_maj, 8_maj, 6_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 1_maj,,,,,,,
 8_maj, 1_maj, 8_maj, 6_maj,,,,,,,
 6_maj, 1_maj, 6_maj,,,,,,,,
 1_maj, 1_maj,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 8_maj, 1_maj, 8_maj, 6_maj,,,,,,,
 6_maj, 1_maj, 6_maj, 1_maj,,,,,,,
 8_maj, 3_maj, 8_maj, 3_maj,,,,,,,
 8_maj, 3_maj,,,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 1_maj, 1_maj, 1_maj,,,,,,,
 1_maj, 1_maj, 6_maj, 6_maj,,,,,,,
Remin,,,,,,,,,,
 2_maj, 4_min, 2_maj, 7_min, 5_min, 3_min,,,,,
 1_maj, 1_maj,,,,,,,,,
 6_maj, 6_maj," 12:9(13,#11) "," 12:9(13,#11) ", 10_9 , 10_9 ,,,,,
 6_maj, 6_maj," 12:9(13,#11) "," 12:9(13,#11) ", 10_9 , 10_9 ,,,,,
 6_maj, 9_9 , 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj," 12:9(13,#11) "," 12:9(13,#11) ", 10_9 , 10_9 ,,,,,
 6_maj, 6_maj," 12:9(13,#11) "," 12:9(13,#11) ", 10_9 , 10_9 ,,,,,
 6_maj, 9_9 , 1_maj, 1_maj,,,,,,,
 6_maj, 6_min, 10_9 , 10_9 ,,,,,,,
 6_maj, 9_9 , 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj," 12:9(13,#11) "," 12:9(13,#11) ", 10_9 , 10_9 ,,,,,
 6_maj, 6_maj," 12:9(13,#11) "," 12:9(13,#11) ", 10_9 , 10_9 ,,,,,
 6_maj, 9_9 , 1_maj, 1_maj,,,,,,,
 6_maj, 6_min, 10_9 , 10_9 ,,,,,,,
 6_maj, 9_9 , 1_maj, 1_maj,,,,,,,
 6_maj, 6_maj," 12:9(13,#11) "," 12:9(13,#11) ", 10_9 , 10_9 ,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
"Right Here, Right Now", 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj , 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj , 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj , 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_1 ,,,,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 1_maj , 1_maj ,,,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 1_maj , 1_maj , 1_maj , 1_maj ,,,,,,,
 6_maj, 6_maj, 6_maj, 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj, 3_maj," 3_1(b3,)", 6_maj, 1_1 ,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
0,,,,,,,,,,
"Right Here, Right Now", 3_maj," 3_1(b3,)", 6_maj,,,,,,,
 1_maj , 3_maj," 3_1(b3,)", 6_maj,,,,,,,
